link,date,time,log start,p1 start,lift 1 start,erratic energy 1,pylon flip 1 start,pylon flip 1 end,lift 1 end,p2 start,lift 2 start,erratic energy 2,pylon flip 2 start,pylon flip 2 end,lift 2 end,p3 start,40% time,charge north,erratic energy 3,cc_before_40%,hp after charge 1,hp after charge 2,hp after knockback 1,hp after knockback 2,erratic energy 4,erratic energy 5
https://dps.report/ZXQF-20231202-193012_qpeer,2023.12.02,19:30:12,32653987,32674635,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/lVrI-20231202-193131_qpeer,2023.12.02,19:31:31,32722826,32727719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/hdIy-20231202-193324_qpeer,2023.12.02,19:33:24,32818622,32823147,32855462,3.41,32858478,32861078,32860463,32868040,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/6NmO-20231202-193531_qpeer,2023.12.02,19:35:31,32887660,32942633,32973907,3.0,32976907,32939581,32978897,32994715,nan,nan,nan,32979506,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/CblP-20231202-194309_qpeer,2023.12.02,19:43:09,33402448,33404891,33437180,4.13,33440165,33442768,33442164,33452330,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/CaHR-20231202-194545_qpeer,2023.12.02,19:45:45,33503535,33505533,33538886,3.9,33539054,33541644,33543886,33553016,33587895,4.68,33591888,33594474,33592889,33608437,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/3Pm4-20231202-194734_qpeer,2023.12.02,19:47:34,33702476,33717527,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/QWXO-20231202-194836_qpeer,2023.12.02,19:48:36,33761030,33766004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/zWQ5-20231202-195104_qpeer,2023.12.02,19:51:04,33848116,33850362,33885167,4.22,33885168,33887765,33890150,33894968,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/PIT4-20231202-195211_qpeer,2023.12.02,19:52:11,33947718,33976885,nan,nan,nan,33973786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/AIqO-20231202-195446_qpeer,2023.12.02,19:54:46,34062024,34064871,34095673,4.75,34095675,34098263,34100673,34107277,34132484,6.56,34132485,34135067,34137274,34149571,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/mMUx-20231202-195710_qpeer,2023.12.02,19:57:10,34215066,34216951,34247909,3.86,34247955,34250547,34252896,34258167,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/ISkn-20231202-195935_qpeer,2023.12.02,19:59:35,34384585,34390501,34422031,4.43,34425022,34427625,34427021,34433858,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/mLr5-20231202-200147_qpeer,2023.12.02,20:01:47,34482503,34485381,34516297,4.36,34516298,34518903,34521288,34528092,34556294,6.29,34559291,34561896,34561295,34570205,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/6yrQ-20231202-200258_qpeer,2023.12.02,20:02:58,34622700,34627986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/YFAx-20231202-200449_qpeer,2023.12.02,20:04:49,34660825,34681819,34711911,4.8,34712821,34679094,34716896,34723260,nan,nan,nan,34715411,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/vvGr-20231202-200621_qpeer,2023.12.02,20:06:21,34833975,34837936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/suA6-20231202-200805_qpeer,2023.12.02,20:08:05,34900104,34902202,34934172,4.31,34937172,34939782,34939165,34948436,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/C7Sk-20231202-201038_qpeer,2023.12.02,20:10:38,35031242,35033365,35063442,5.21,35064243,35066856,35068441,35071046,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/IHkg-20231202-201350_qpeer,2023.12.02,20:13:50,35203913,35206007,35236928,5.21,35237007,35239600,35241914,35244955,35271440,7.59,35271442,35274043,35276428,35293199,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/FrAq-20231202-203602_qpeer,2023.12.02,20:36:02,36579358,36581887,36613895,4.1,36616878,36619470,36618875,36625796,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/7UOm-20231202-203813_qpeer,2023.12.02,20:38:13,36684406,36688883,36719346,5.07,36719510,36722113,36724349,36727020,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/dKpa-20231202-204120_qpeer,2023.12.02,20:41:20,36868400,36876390,36907284,4.86,36907429,36910033,36912269,36915478,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/0GKB-20231202-204347_qpeer,2023.12.02,20:43:47,37012345,37016944,37047825,4.38,37047826,37050437,37052823,37056068,37089832,6.43,37089832,37090874,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/olFi-20231202-204613_qpeer,2023.12.02,20:46:13,37185871,37189217,37222098,4.07,37225110,37227701,37227106,37236753,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/b3Nd-20231202-204749_qpeer,2023.12.02,20:47:49,37282146,37286993,37319433,4.64,37322421,37325021,37324304,37332983,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/2CJ0-20231202-205057_qpeer,2023.12.02,20:50:57,37435386,37438050,37468626,5.0,37469140,37471742,37473617,37476905,37503144,7.13,37503145,37505736,37507776,37520661,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/NWso-20231202-205342_qpeer,2023.12.02,20:53:42,37583502,37585350,37615426,5.06,37616176,37618781,37620409,37623933,37648409,8.12,37648411,37650996,37653406,37661893,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/3wi9-20231202-205612_qpeer,2023.12.02,20:56:12,37817968,37819957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/FnLf-20231202-205708_qpeer,2023.12.02,20:57:08,37878680,37887173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/r8tZ-20231202-205859_qpeer,2023.12.02,20:58:59,37958525,37962597,37994214,4.08,37997202,37999797,nan,38002927,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Q4Z4-20231202-210059_qpeer,2023.12.02,21:00:59,38045803,38047599,38078659,4.83,38078661,38081235,38083636,38096122,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/lon9-20231202-210419_qpeer,2023.12.02,21:04:19,38203005,38204447,38235587,5.13,38235588,38238188,38240594,38243510,38270613,7.19,38270615,38273196,38275597,38280924,38306852,38311182,9.21,False,35.15,nan,nan,nan,nan,nan
https://dps.report/UX0i-20231202-210732_qpeer,2023.12.02,21:07:32,38376526,38378282,38408641,4.91,38409155,38411753,38413621,38416362,38443372,7.64,38443373,38445933,38448351,38451517,38479450,38483952,7.82,False,34.04,29.08,31.52,nan,6.37,nan
https://dps.report/An9v-20231202-211158_qpeer,2023.12.02,21:11:58,38627780,38629471,38659436,5.06,38660371,38662984,38664415,38671022,38694425,7.84,38694426,38697011,38699412,38707631,38736471,38741032,8.58,False,33.91,29.17,31.07,28.76,7.58,7.08
https://dps.report/EnlK-20231202-211420_qpeer,2023.12.02,21:14:20,38853224,38855353,38886415,4.64,38886416,38889020,38891403,38894058,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/ZEed-20231202-211811_qpeer,2023.12.02,21:18:11,39019674,39023901,39053744,5.29,39054462,39057043,39058720,39062023,39087733,7.64,39087735,39090321,39092733,39100144,39129954,39131689,7.87,False,37.71,nan,37.17,nan,7.07,nan
https://dps.report/Mwgd-20231202-212202_qpeer,2023.12.02,21:22:02,39232487,39234430,39263916,5.24,39266925,39269515,39268926,39274297,39299390,8.0,39299392,39301957,39304362,39307732,39335453,39337519,8.49,False,35.39,29.66,32.17,29.61,7.84,7.08
https://dps.report/7UhO-20231202-212609_qpeer,2023.12.02,21:26:09,39458349,39460251,39491757,5.05,39491760,39494366,39496761,39499407,39529450,7.86,39529452,39532049,39534444,39537307,39566962,39569320,8.61,False,35.97,29.46,32.76,28.64,8.02,7.65
https://dps.report/Fh64-20231203-192626_qpeer,2023.12.03,19:26:26,34195508,34204665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/0aUF-20231203-192741_qpeer,2023.12.03,19:27:41,34292983,34300230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/RkMG-20231203-192950_qpeer,2023.12.03,19:29:50,34360620,34362874,34393388,4.37,34393668,34396266,34398368,34407472,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/iiJt-20231203-193150_qpeer,2023.12.03,19:31:50,34514466,34517010,34548584,3.96,34551582,34554179,34553130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Lrfy-20231203-193432_qpeer,2023.12.03,19:34:32,34638933,34641576,34671594,4.92,34672562,34675173,34676560,34680218,34706565,7.47,34706567,34709182,34711565,34716597,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/JnZM-20231203-193618_qpeer,2023.12.03,19:36:18,34775216,34777572,34811527,4.23,34811852,34814457,34816516,34822282,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/InH3-20231203-193737_qpeer,2023.12.03,19:37:37,34890532,34899624,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/rGAk-20231203-193901_qpeer,2023.12.03,19:39:01,34953806,34955687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/kWOT-20231203-194120_qpeer,2023.12.03,19:41:20,35057057,35059610,35089650,4.86,35090397,35093003,35094628,35100644,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/kar8-20231203-194309_qpeer,2023.12.03,19:43:09,35219271,35226476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/1M7J-20231203-194440_qpeer,2023.12.03,19:44:40,35292039,35294674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/gPZJ-20231203-194631_qpeer,2023.12.03,19:46:31,35364240,35366188,35397316,4.72,35397317,35399909,35402305,35407674,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/f3Xd-20231203-195040_qpeer,2023.12.03,19:50:40,35555132,35557583,35587503,5.06,35588426,35591016,35592497,35598304,35623516,7.93,35623517,35626108,35628500,35637139,35664637,35665834,8.28,True,36.83,nan,35.15,nan,8.73,nan
https://dps.report/XYrd-20231203-195359_qpeer,2023.12.03,19:53:59,35760257,35762497,35792562,5.21,35793455,35796060,35797524,35800776,35825550,7.96,35825551,35828137,35830523,35842129,35869860,35874125,9.53,False,37.82,nan,37.66,nan,10.0,nan
https://dps.report/m7DE-20231203-195945_qpeer,2023.12.03,19:59:45,36085498,36088202,36118576,4.88,36119168,36121767,36123551,36130776,36155823,8.08,36155825,36158401,36160798,36169494,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/1r5I-20231203-200052_qpeer,2023.12.03,20:00:52,36277968,36280207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/LhjC-20231203-200250_qpeer,2023.12.03,20:02:50,36364283,36365951,36397158,4.5,36400163,36402753,36402145,36415012,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/sXeK-20231203-200505_qpeer,2023.12.03,20:05:05,36464399,36467078,36496063,5.04,36499067,36501670,36501064,36505367,36531045,7.25,36531046,36533631,36536031,36544520,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/YzHX-20231203-200747_qpeer,2023.12.03,20:07:47,36622942,36625441,36655320,4.93,36658296,36660897,36660304,36668188,36690304,8.12,36693305,36695897,36695301,36712324,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Rxhs-20231203-201104_qpeer,2023.12.03,20:11:04,36758509,36762504,36792863,5.3,36793533,36796154,36797862,36802270,36825860,7.99,36825861,36828460,36830860,36839066,36865143,36869530,9.18,False,32.89,28.83,30.38,nan,7.06,nan
https://dps.report/Ld8j-20231203-201640_qpeer,2023.12.03,20:16:40,37112304,37115007,37144988,5.18,37145813,37148414,37149970,37154100,37177745,8.34,37177923,37180523,37182725,37189523,37212242,37213563,9.37,False,35.52,nan,32.86,nan,8.35,nan
https://dps.report/oONq-20231203-201933_qpeer,2023.12.03,20:19:33,37288008,37290366,37319835,5.05,37322832,37325452,37324838,37330887,37355455,7.86,37355457,37358045,37360450,37365483,37389733,37391730,8.31,False,35.5,nan,33.11,nan,6.36,nan
https://dps.report/1mSq-20231203-202202_qpeer,2023.12.03,20:22:02,37486845,37489678,37519575,5.09,37520223,37522831,37524554,37528446,37551557,7.85,37552570,37555161,37556552,37561833,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/bOTo-20231203-204327_qpeer,2023.12.03,20:43:27,38830080,38850699,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/qUfb-20231203-210429_qpeer,2023.12.03,21:04:29,40080799,40082579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/cbdm-20231203-210802_qpeer,2023.12.03,21:08:02,40187594,40189447,40219840,5.27,40220421,40223015,40224829,40228458,40251542,8.22,40252275,40254873,40256554,40266865,40289643,40294148,9.18,True,34.33,nan,31.52,nan,8.25,nan
https://dps.report/eWvI-20231203-211226_qpeer,2023.12.03,21:12:26,40443907,40445997,40475754,5.15,40478736,40481340,40480730,40489895,40515108,7.59,40515110,40517695,40520086,40528857,40553341,40557698,8.76,False,33.49,29.01,32.25,27.13,10.0,8.22
https://dps.report/NoO3-20231203-211502_qpeer,2023.12.03,21:15:02,40687290,40689886,40719408,4.4,40722406,40725021,40724411,40746570,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/qRre-20231203-211754_qpeer,2023.12.03,21:17:54,40805185,40807485,40837138,5.46,40840123,40842725,40842120,40849197,40872816,8.46,40873237,40875842,40877797,40886610,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/mYkN-20231203-212119_qpeer,2023.12.03,21:21:19,40974559,40977454,41007924,5.26,41008495,41011068,41012918,41017433,41042456,8.29,41042458,41045057,41047433,41053500,41076741,41078040,9.6,False,35.16,nan,32.49,nan,7.95,nan
https://dps.report/CkET-20231203-212539_qpeer,2023.12.03,21:25:39,41277994,41280112,41310391,4.66,41311227,41313823,41315397,41321916,41344229,7.81,41345190,41347785,41349242,41353157,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/LK2M-20231203-212738_qpeer,2023.12.03,21:27:38,41446668,41448863,41478588,4.52,41481587,41484185,41483573,41491198,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/KWbm-20231203-213029_qpeer,2023.12.03,21:30:29,41650862,41653906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/HYNE-20231203-213214_qpeer,2023.12.03,21:32:14,41747350,41749380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/SfkI-20231203-213409_qpeer,2023.12.03,21:34:09,41825543,41827375,41856974,5.1,41857593,41860178,41861971,41865139,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/PVNG-20231203-213615_qpeer,2023.12.03,21:36:15,41944142,41945768,41976457,4.78,41976981,41979573,41981447,41984406,42009370,8.23,42009373,42011965,42014359,42019761,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/SRI1-20231203-213723_qpeer,2023.12.03,21:37:23,42074162,42076082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/DrZu-20231203-213922_qpeer,2023.12.03,21:39:22,42133458,42136243,42165215,4.88,42168211,42170803,42170203,42173915,42201030,7.26,42201031,42203633,42206053,42207278,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/yJa2-20231203-214218_qpeer,2023.12.03,21:42:18,42253040,42256131,42285677,5.52,42286526,42289115,42290683,42294642,42317640,8.29,42318518,42321113,42322644,42330727,42353739,42354884,9.25,True,35.31,nan,32.55,nan,7.99,nan
https://dps.report/YLIL-20231203-214417_qpeer,2023.12.03,21:44:17,42427632,42430272,42460248,4.85,42461252,42463833,42465222,42468924,42491240,8.06,42494246,42496843,42496233,42501354,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/CpK0-20231203-214658_qpeer,2023.12.03,21:46:58,42615997,42619143,42648215,4.76,42651181,42653792,42653180,42663101,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/UTe9-20231203-214751_qpeer,2023.12.03,21:47:51,42704699,42714539,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/qLmV-20231203-215009_qpeer,2023.12.03,21:50:09,42769997,42773145,42802296,5.27,42805305,42807888,42807307,42810871,42835311,8.13,42835312,42837891,42840287,42848024,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/uDM4-20231203-215322_qpeer,2023.12.03,21:53:22,42902767,42905992,42935108,5.51,42938101,42940706,42940094,42947094,42971108,8.1,42971110,42973707,42976103,42981228,43007840,43012283,8.37,False,33.75,29.05,30.8,nan,8.18,nan
https://dps.report/kiph-20231203-215616_qpeer,2023.12.03,21:56:16,43145863,43149060,43178337,5.13,43179198,43181817,43183332,43186566,43210328,7.81,43210329,43212916,43215013,43221141,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/KLyH-20231203-215921_qpeer,2023.12.03,21:59:21,43267016,43269772,43298654,5.37,43301653,43304256,43303641,43307377,43330658,8.24,43331336,43333922,43335635,43341234,43366942,43371243,8.76,False,33.83,29.33,31.1,28.62,8.11,7.07
https://dps.report/mr6U-20231203-220034_qpeer,2023.12.03,22:00:34,43447729,43450846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/lH9L-20231210-191829_qpeer,2023.12.10,19:18:29,15731770,15735130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/dJS8-20231210-192044_qpeer,2023.12.10,19:20:44,15845966,15849403,15880206,3.79,15880207,15882797,15885200,15893682,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/wKcn-20231210-192236_qpeer,2023.12.10,19:22:36,15960316,15962349,15994007,4.9,15996989,15999598,15998987,16006286,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/FhH2-20231210-192402_qpeer,2023.12.10,19:24:02,16051313,16053958,16084789,4.18,16084790,16087395,16089791,16091627,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/g4S1-20231210-192552_qpeer,2023.12.10,19:25:52,16148960,16151561,16181363,4.89,16184345,16186960,16186344,16197997,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/pKfd-20231210-192808_qpeer,2023.12.10,19:28:08,16252625,16255278,16284786,4.71,16287783,16290382,16289780,16292983,16319259,6.89,16319282,16321872,16324267,16337607,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/6iWQ-20231210-193048_qpeer,2023.12.10,19:30:48,16411507,16414312,16444578,5.0,16444910,16447490,16449571,16454065,16478032,8.01,16478034,16480612,16483008,16487858,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Kb1n-20231210-193202_qpeer,2023.12.10,19:32:02,16548117,16550815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/zvsD-20231210-193445_qpeer,2023.12.10,19:34:45,16622980,16625781,16655492,4.63,16656327,16658931,16660480,16663451,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/XuRV-20231210-193536_qpeer,2023.12.10,19:35:36,16768004,16770964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/UtqW-20231210-193813_qpeer,2023.12.10,19:38:13,16823972,16826857,16855732,5.13,16858726,16861342,16860721,16864077,16888490,7.72,16888491,16891093,16893488,16898403,16929980,16932166,7.33,False,37.77,nan,nan,nan,nan,nan
https://dps.report/2B5f-20231210-194119_qpeer,2023.12.10,19:41:19,16991572,16994969,17023811,5.38,17026809,17029412,17028810,17032324,17055694,8.15,17055695,17058292,17060679,17064877,17094076,17098269,8.2,False,34.09,nan,32.09,nan,8.16,nan
https://dps.report/HBG6-20231210-195049_qpeer,2023.12.10,19:50:49,17660776,17663775,17693578,4.43,17694492,17697104,nan,17698684,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/NPnW-20231210-195252_qpeer,2023.12.10,19:52:52,17739020,17742770,17772111,4.92,17773028,17775606,17777105,17780299,17804096,6.94,17804098,17806698,17809091,17817675,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Fst7-20231210-195403_qpeer,2023.12.10,19:54:03,17881048,17886547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Hg7l-20231210-195602_qpeer,2023.12.10,19:56:02,17912698,17940218,17969092,5.43,17972092,17936401,17974080,17978109,18000085,8.12,18003082,17974688,18005082,18012547,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/z8Gx-20231210-200032_qpeer,2023.12.10,20:00:32,18160243,18163377,18191966,5.43,18194958,18197566,18196958,18200933,18222987,8.43,18225956,18228563,18227960,18232011,18255085,18259572,9.55,False,33.65,nan,31.65,nan,7.37,nan
https://dps.report/mud0-20231210-200301_qpeer,2023.12.10,20:03:01,18363878,18366572,18395492,5.04,18398471,18401073,18400479,18403648,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/OIHF-20231210-200531_qpeer,2023.12.10,20:05:31,18471882,18474446,18504077,5.5,18507064,18509686,18509066,18511953,18535283,7.8,18535518,18538116,18540270,18546435,18570072,18571760,9.26,False,36.76,nan,nan,nan,nan,nan
https://dps.report/THWv-20231210-200830_qpeer,2023.12.10,20:08:30,18682096,18684957,18713503,5.36,18716505,18719106,18718510,18721711,18744526,7.67,18745266,18747881,18749505,18752825,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/4axr-20231210-201129_qpeer,2023.12.10,20:11:29,18854945,18857947,18886356,5.17,18889344,18891943,18891350,18894637,18917348,8.01,18920337,18922943,18922346,18934301,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/KI5v-20231210-201311_qpeer,2023.12.10,20:13:11,18990590,18994917,19023789,4.91,19026773,19029378,19028770,19040707,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/lHWh-20231210-201559_qpeer,2023.12.10,20:15:59,19084347,19086818,19115637,5.6,19118621,19121215,19120609,19123547,19146618,8.35,19147496,19150092,19151604,19157856,19182881,19184256,8.97,False,35.87,nan,33.7,nan,8.25,nan
https://dps.report/ML0h-20231210-202409_qpeer,2023.12.10,20:24:09,19677409,19698025,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/OLkZ-20231210-203857_qpeer,2023.12.10,20:38:57,20472338,20474518,20503452,5.24,20506453,20509058,20508444,20512539,20536409,7.2,20536411,20539008,20541405,20544994,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/gpLN-20231210-204217_qpeer,2023.12.10,20:42:17,20659576,20662061,20691016,5.46,20694000,20696611,20696009,20698853,20722967,7.87,20722969,20725576,20727958,20731441,20756176,20757556,9.05,False,36.17,nan,32.37,nan,7.98,nan
https://dps.report/rAqI-20231210-204401_qpeer,2023.12.10,20:44:01,20859755,20862016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/mDH0-20231210-204819_qpeer,2023.12.10,20:48:19,21041568,21043562,21072397,5.33,21075397,21078003,21077393,21080204,21103299,8.02,21106274,21108866,21108280,21112803,21137679,21138984,9.07,False,36.66,nan,nan,nan,nan,nan
https://dps.report/X0lX-20231210-205252_qpeer,2023.12.10,20:52:52,21292753,21294667,21323490,5.35,21326462,21329064,21328479,21332444,21354478,8.08,21357467,21360060,21359472,21368963,21392675,21394066,9.08,True,35.7,nan,32.61,nan,8.24,nan
https://dps.report/ryin-20231210-205421_qpeer,2023.12.10,20:54:21,21480949,21482420,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
