link,date,time,log start,p1 start,lift 1 start,erratic energy 1,pylon flip 1 start,pylon flip 1 end,lift 1 end,p2 start,lift 2 start,erratic energy 2,pylon flip 2 start,pylon flip 2 end,lift 2 end,p3 start,40% time,charge north,erratic energy 3,cc_before_40%,hp after charge 1,hp after charge 2,hp after knockback 1,hp after knockback 2,erratic energy 4,erratic energy 5
https://dps.report/3AeX-20231210-205544_qpeer,2023.12.10,20:55:44,21555583,21557895,21588740,3.65,21588742,21591335,nan,21594314,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/SJTe-20231210-205830_qpeer,2023.12.10,20:58:30,21613939,21632988,21663617,5.19,21663618,21630252,21668616,21674657,21699617,6.97,21699618,21666226,21704612,21713425,21741686,21742728,7.78,True,36.9,nan,34.93,nan,9.08,nan
https://dps.report/sSOW-20231210-210146_qpeer,2023.12.10,21:01:46,21817101,21819453,21848309,5.12,21851287,21853900,21853284,21856777,21879281,8.28,21880234,21882804,21884282,21888996,21913473,21917887,8.51,False,32.38,26.47,28.95,26.2,8.07,7.07
https://dps.report/7sNx-20231210-210409_qpeer,2023.12.10,21:04:09,22026801,22029171,22057847,5.31,22060843,22063442,22062848,22071002,22093836,7.97,22096838,22098965,22098840,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/XbmA-20231210-210555_qpeer,2023.12.10,21:05:55,22159760,22162199,22191573,4.28,22192517,22195119,22196565,22204779,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/ecpH-20231210-210754_qpeer,2023.12.10,21:07:54,22254292,22257158,22286075,5.19,22289068,22291689,22291069,22294172,22316791,7.81,22317435,22320026,22321780,22323632,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/myoC-20231210-211012_qpeer,2023.12.10,21:10:12,22430770,22432752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Id76-20231210-211215_qpeer,2023.12.10,21:12:15,22507468,22510150,22539646,5.55,22542631,22545237,22544631,22548026,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/NXHK-20231210-211318_qpeer,2023.12.10,21:13:18,22614068,22623590,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/ORqY-20231210-211545_qpeer,2023.12.10,21:15:45,22688962,22691075,22719861,5.37,22722856,22725465,22724861,22731555,22753871,8.15,22754693,22757305,22758870,22767599,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/xcVS-20231210-211821_qpeer,2023.12.10,21:18:21,22841389,22843226,22872235,5.39,22875220,22877827,22877226,22880951,22905750,7.7,22905753,22908338,22910745,22914113,22938978,22943428,9.45,False,35.49,nan,nan,nan,nan,nan
https://dps.report/Q6Fw-20231210-212139_qpeer,2023.12.10,21:21:39,22998508,23000581,23028931,5.5,23031928,23034549,23033933,23036816,23058945,8.13,23061934,23064543,23063935,23073022,23098179,23102536,8.84,False,32.79,26.34,28.94,24.69,8.25,7.96
https://dps.report/oJKs-20231210-212527_qpeer,2023.12.10,21:25:27,23333567,23335927,23364728,4.71,23367721,23370315,23369714,23377610,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/nIeJ-20231210-212934_qpeer,2023.12.10,21:29:34,23477885,23480968,23509128,5.63,23512121,23514721,23514118,23523489,23547122,8.03,23547442,23550035,23552126,23558129,23582372,23583683,9.18,False,35.85,28.48,31.81,25.95,8.54,7.93
https://dps.report/J0Ow-20231210-213133_qpeer,2023.12.10,21:31:33,23690249,23692970,23721090,4.64,23724081,23726682,23726073,23738595,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/evOo-20231210-213408_qpeer,2023.12.10,21:34:08,23784955,23787807,23815998,5.64,23818984,23821609,23820986,23823753,23846193,8.35,23846986,23849605,23851191,23854721,23883671,23886138,8.23,False,39.52,nan,nan,nan,nan,nan
https://dps.report/X02d-20231210-214340_qpeer,2023.12.10,21:43:40,24453016,24455790,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/3bIO-20231210-214604_qpeer,2023.12.10,21:46:04,24513698,24515817,24545666,5.44,24546498,24549099,24550657,24553331,24577534,7.83,24577536,24580119,24582528,24585706,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/ey5c-20231210-214858_qpeer,2023.12.10,21:48:58,24659662,24661723,24690161,5.42,24693161,24695759,24695156,24697974,24720645,7.79,24721096,24723682,24725650,24728702,24752675,24754316,9.53,False,35.84,29.22,31.47,nan,8.07,nan
https://dps.report/XmqT-20231210-215236_qpeer,2023.12.10,21:52:36,24859722,24862086,24889719,5.52,24892717,24895323,24894711,24897410,24920656,7.85,24921449,24924054,24925636,24928961,24955890,24957805,8.08,False,35.64,28.75,31.75,26.42,8.46,7.09
https://dps.report/2iUI-20231210-215538_qpeer,2023.12.10,21:55:38,25118706,25120867,25149244,5.13,25152231,25154823,25154235,25162282,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Gtby-20231210-215826_qpeer,2023.12.10,21:58:26,25227202,25229029,25257395,5.46,25260400,25263001,25262386,25265153,25288642,7.8,25289073,25291659,25293617,25297213,25322683,25327108,8.48,True,33.0,26.46,29.18,nan,8.54,nan
https://dps.report/uQzI-20231210-220111_qpeer,2023.12.10,22:01:11,25471231,25473197,25502066,4.79,25505064,25507662,25507057,25519776,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Jtiq-20231210-220339_qpeer,2023.12.10,22:03:39,25565778,25567882,25596769,5.23,25599746,25602337,25601736,25604500,25628762,7.37,25628763,25631339,25633748,25638028,25665979,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/QZpV-20231210-220722_qpeer,2023.12.10,22:07:22,25769904,25771626,25800591,5.52,25803568,25806160,25805570,25808659,25831829,7.63,25832291,25834900,25836813,25840049,25867470,25868487,8.38,True,37.29,nan,34.67,nan,8.81,nan
https://dps.report/szU7-20231210-220846_qpeer,2023.12.10,22:08:46,25945163,25946705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/x9Ep-20231210-221105_qpeer,2023.12.10,22:11:05,26012042,26013762,26042525,5.19,26045522,26048126,26047517,26050880,26072525,7.74,26075514,26078113,26077524,26083658,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/lZxh-20231210-221450_qpeer,2023.12.10,22:14:50,26318523,26339164,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/fIHk-20240107-201923_qpeer,2024.01.07,20:19:23,40960959,40963202,40994028,4.32,40994029,40996617,40999035,41005676,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/ELVT-20240107-202518_qpeer,2024.01.07,20:25:18,41290348,41294341,41324235,5.04,41325064,41327665,41329213,41336424,41362235,7.63,41362237,41364828,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/iNCs-20240107-202651_qpeer,2024.01.07,20:26:51,41416830,41419265,41450147,3.91,41450149,41452737,41455144,41460778,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/fHLN-20240107-202859_qpeer,2024.01.07,20:28:59,41518586,41521000,41551216,4.94,41551628,41554223,41556222,41560157,41584860,7.29,41584861,41587476,nan,41589123,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/qIBv-20240107-203113_qpeer,2024.01.07,20:31:13,41643547,41646269,41677184,4.96,41677185,41679780,41682179,41686632,41711317,7.51,41711319,41713903,41716299,41722478,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/645T-20240107-203325_qpeer,2024.01.07,20:33:25,41775384,41777312,41806949,5.18,41807946,41810548,41811933,41816467,41839832,7.87,41840304,41842900,41844821,41850964,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Oaou-20240107-203623_qpeer,2024.01.07,20:36:23,41924303,41928817,41959945,5.18,41959947,41962540,41964955,41968387,41992945,8.23,41992946,41995536,41997956,42001581,42023445,42027853,9.38,False,nan,nan,nan,nan,nan,nan
https://dps.report/iMZO-20240107-204429_qpeer,2024.01.07,20:44:29,42498854,42501355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/AYs5-20240107-204756_qpeer,2024.01.07,20:47:56,42578546,42580310,42610464,4.95,42610860,42613447,42615447,42620468,42644159,8.13,42644160,42646734,42649132,42661944,42687248,42691544,9.22,False,32.55,27.0,29.64,nan,7.97,nan
https://dps.report/Uy6d-20240107-205953_qpeer,2024.01.07,20:59:53,43308374,43310541,43340537,4.75,43341130,43343726,43345526,43349727,43373346,7.59,43373348,43375928,43378320,43383982,43405929,43407364,9.39,True,36.22,nan,33.1,nan,7.95,nan
https://dps.report/wgxg-20240107-210304_qpeer,2024.01.07,21:03:04,43527403,43529661,43558889,5.38,43561898,43564496,43563888,43569495,43593462,7.92,43593464,43596063,43598451,43602052,43626732,43628329,9.31,False,37.24,nan,nan,nan,nan,nan
https://dps.report/CIIG-20240107-210622_qpeer,2024.01.07,21:06:22,43694046,43696205,43726103,5.25,43726927,43729527,43731086,43734575,43758090,7.53,43758092,43760675,43763083,43770724,43795530,43797577,8.61,False,35.04,29.61,32.37,nan,7.85,nan
https://dps.report/n5Nc-20240107-210943_qpeer,2024.01.07,21:09:43,43902649,43904807,43934204,5.15,43937204,43939809,43939210,43943186,43965446,8.43,43968443,43971058,43970438,43974281,43999733,44004116,8.58,False,34.29,28.81,30.83,nan,7.94,nan
https://dps.report/eIhM-20240107-211255_qpeer,2024.01.07,21:12:55,44085606,44087811,44117452,5.4,44118335,44120935,44122439,44126059,44147618,8.52,44150608,44153210,44152601,44160883,44185334,44187406,9.52,False,35.48,28.49,31.32,27.17,7.95,7.28
https://dps.report/S0WC-20240107-211634_qpeer,2024.01.07,21:16:34,44299366,44301597,44330524,5.18,44333525,44336130,44335517,44339408,44362280,8.83,44363091,44365678,44367288,44373217,44396135,44400687,9.6,False,32.6,25.41,28.83,24.84,8.24,8.41
https://dps.report/LsCk-20240107-213951_qpeer,2024.01.07,21:39:51,45732236,45734320,45763756,5.15,45766755,45769341,45768754,45772520,45794155,8.13,45797152,45799746,45799157,45804639,45828331,45832761,9.47,False,33.23,nan,nan,nan,nan,nan
https://dps.report/qhzn-20240107-214208_qpeer,2024.01.07,21:42:08,45906710,45909240,45938837,5.15,45939678,45942266,45943830,45947358,45970034,8.02,45973020,45975636,45975032,45978013,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/7vJu-20240107-214411_qpeer,2024.01.07,21:44:11,46024713,46027195,46056503,5.36,46059505,46062121,46061516,46065472,46087034,8.47,46090020,46092624,46092018,46100464,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Idr8-20240107-214709_qpeer,2024.01.07,21:47:09,46154986,46157119,46186795,5.28,46187718,46190306,46191787,46195369,46219344,8.35,46219345,46221951,46224342,46230382,46255046,46256725,9.52,False,35.78,nan,32.83,nan,8.25,nan
https://dps.report/ZMML-20240107-215013_qpeer,2024.01.07,21:50:13,46328992,46331123,46361042,5.42,46361908,46364497,46366029,46369634,46393023,8.36,46393025,46395630,46398017,46401562,46424738,46426829,9.5,False,35.16,28.47,31.4,26.77,7.99,7.96
https://dps.report/UXNi-20240107-215322_qpeer,2024.01.07,21:53:22,46522149,46524310,46553077,5.4,46556062,46558673,46558069,46561988,46585070,7.89,46585845,46588435,46590065,46593646,46617142,46618669,9.41,True,35.36,28.62,31.93,nan,7.95,nan
https://dps.report/rnWf-20240107-215520_qpeer,2024.01.07,21:55:20,46720458,46722510,46752380,4.83,46753357,46755932,46757380,46766069,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/1zy4-20240107-215642_qpeer,2024.01.07,21:56:42,46810779,46812822,46842789,4.5,46843467,46846064,46847781,46851379,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/NO5U-20240107-220001_qpeer,2024.01.07,22:00:01,46896947,46899076,46927865,5.46,46930865,46933456,46932851,46936697,46959978,8.13,46960703,46963300,46964985,46969942,46992437,46993777,9.17,True,35.89,28.33,31.83,25.64,7.96,7.89
https://dps.report/EhQ8-20240107-220303_qpeer,2024.01.07,22:03:03,47096422,47098558,47128459,5.4,47129261,47131850,47133460,47137430,47159430,8.38,47162415,47165031,47164423,47170231,47192943,47195348,9.16,False,35.41,28.53,32.02,26.58,8.25,7.08
https://dps.report/ugmG-20240107-220557_qpeer,2024.01.07,22:05:57,47280014,47282074,47310995,5.45,47313982,47316579,47315983,47319749,47342855,7.95,47343671,47346252,47347851,47353945,47376932,47378463,8.87,True,36.28,nan,33.29,nan,7.09,nan
https://dps.report/PLtU-20240107-221005_qpeer,2024.01.07,22:10:05,47516256,47518355,47547475,5.43,47550458,47553062,47552459,47556236,47578263,8.15,47581265,47583874,47583247,47587641,47610537,47614869,9.34,True,33.25,26.08,29.75,24.89,8.24,7.86
https://dps.report/NDlx-20240107-221332_qpeer,2024.01.07,22:13:32,47728546,47730659,47759919,5.37,47762890,47765495,47764900,47768667,47791071,8.06,47794054,47796669,47796059,47803174,47827055,47828389,9.01,True,35.88,29.0,31.24,nan,8.24,nan
https://dps.report/5Bpe-20240107-221709_qpeer,2024.01.07,22:17:09,47969057,47971181,48001016,5.49,48001895,48004507,48006008,48009536,48033028,7.82,48033029,48035624,48038024,48042377,48065332,48069763,9.33,False,35.5,nan,35.12,nan,10.0,nan
https://dps.report/Skdt-20240107-222020_qpeer,2024.01.07,22:20:20,48127979,48130130,48159030,5.34,48162017,48164621,48164007,48168314,48190518,8.22,48193496,48196098,48195497,48202239,48224431,48225351,9.84,False,36.49,29.4,32.59,26.85,7.61,8.24
https://dps.report/TWCP-20240107-222349_qpeer,2024.01.07,22:23:49,48324938,48327666,48357005,5.43,48360015,48362614,48362006,48368452,48391210,8.44,48391822,48394406,48396211,48402729,48424931,48425902,9.61,False,35.79,27.96,31.91,25.43,7.98,9.63
https://dps.report/Az6q-20240107-222543_qpeer,2024.01.07,22:25:43,48542497,48544445,48572373,4.87,48575371,48577958,48577379,48582968,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/VY7h-20240107-222642_qpeer,2024.01.07,22:26:42,48629448,48631728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/EFw4-20240107-222959_qpeer,2024.01.07,22:29:59,48697403,48699536,48728414,5.48,48731425,48734017,48733403,48737178,48758979,8.01,48761973,48764580,48763966,48768132,48792732,48794089,8.99,True,35.86,28.34,31.88,24.97,8.25,8.47
https://dps.report/4EIW-20240107-223248_qpeer,2024.01.07,22:32:48,48914811,48916666,48945524,5.3,48948530,48951117,48950531,48957054,48980416,7.62,48980485,48983093,48985410,48989053,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/U5Qz-20240107-223547_qpeer,2024.01.07,22:35:47,49062936,49066212,49095204,5.38,49098198,49100811,49100207,49103775,49125217,8.29,49128211,49130815,49130212,49134900,49157230,49161560,9.3,False,33.42,27.98,30.1,nan,8.09,nan
https://dps.report/NCnG-20240113-181550_qpeer,2024.01.13,18:15:50,1468548147,1468563474,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/8uho-20240113-182312_qpeer,2024.01.13,18:23:12,1468975151,1468981544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/P4bj-20240113-182429_qpeer,2024.01.13,18:24:29,1469066186,1469076667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/bGba-20240113-182647_qpeer,2024.01.13,18:26:47,1469138113,1469143231,1469174711,4.59,1469177701,1469180301,1469179700,1469188186,1469216708,6.73,1469219703,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/VBOk-20240113-182841_qpeer,2024.01.13,18:28:41,1469289795,1469292437,1469324472,4.09,1469327459,1469330066,1469329072,1469333777,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/invU-20240113-183025_qpeer,2024.01.13,18:30:25,1469405463,1469408866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/pEIG-20240113-183143_qpeer,2024.01.13,18:31:43,1469480756,1469482831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/nSmu-20240113-183304_qpeer,2024.01.13,18:33:04,1469559435,1469564309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/MBZR-20240113-183418_qpeer,2024.01.13,18:34:18,1469658919,1469670661,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,False,nan,nan,nan,nan,0.0,0.0
https://dps.report/vH18-20240113-183622_qpeer,2024.01.13,18:36:22,1469708833,1469710918,1469740744,4.79,1469741460,1469744061,1469745739,1469752110,1469777267,7.12,1469777267,1469779870,1469782266,1469791468,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/3Awh-20240113-184254_qpeer,2024.01.13,18:42:54,1470106476,1470108634,1470137959,5.15,1470140941,1470143542,1470142941,1470152596,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/qvXf-20240113-184444_qpeer,2024.01.13,18:44:44,1470284513,1470293712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/jzVb-20240113-184637_qpeer,2024.01.13,18:46:37,1470335234,1470338997,1470368238,4.9,1470371227,1470373827,1470373225,1470379911,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/ymxm-20240113-184946_qpeer,2024.01.13,18:49:46,1470471632,1470473762,1470503634,5.4,1470504502,1470507111,1470508627,1470512072,1470536640,7.66,1470536642,1470539228,1470541628,1470549036,1470571870,1470576235,9.3,False,33.05,27.91,30.18,nan,7.95,nan
https://dps.report/3vKi-20240113-185550_qpeer,2024.01.13,18:55:50,1470884998,1470886831,1470917627,4.96,1470917718,1470920310,1470922627,1470926628,1470949715,7.0,1470950635,1470953225,1470954707,1470963229,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/m797-20240113-190039_qpeer,2024.01.13,19:00:39,1471176597,1471179555,1471209472,4.83,1471209791,1471212395,1471214469,1471217670,1471242467,7.23,1471242468,1471245064,1471247463,1471251997,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/5Lrd-20240113-190349_qpeer,2024.01.13,19:03:49,1471326517,1471329787,1471361029,4.82,1471361030,1471363635,1471366035,1471368310,1471392031,7.35,1471392429,1471395031,1471397033,1471399992,1471425271,1471429631,8.11,False,37.65,nan,nan,nan,nan,nan
https://dps.report/AShZ-20240113-190516_qpeer,2024.01.13,19:05:16,1471486310,1471488115,1471517878,4.93,1471518756,1471521356,1471522634,1471529066,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/AhnD-20240113-190709_qpeer,2024.01.13,19:07:09,1471571238,1471573314,1471603189,5.2,1471606195,1471608790,1471608209,1471611033,1471635186,7.91,1471635206,1471637794,1471639806,1471641913,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/l4Zo-20240113-190957_qpeer,2024.01.13,19:09:57,1471681951,1471684077,1471713880,4.81,1471716874,1471719477,1471718866,1471721522,1471744997,7.57,1471744998,1471747594,1471749992,1471754837,1471779170,1471780475,9.47,False,35.86,28.8,33.01,nan,9.88,nan
https://dps.report/ulAb-20240113-191151_qpeer,2024.01.13,19:11:51,1471858639,1471861310,1471890878,4.99,1471893869,1471896469,1471895868,1471898675,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/sgFJ-20240113-191348_qpeer,2024.01.13,19:13:48,1471964638,1471967158,1471996715,5.36,1471997194,1471999791,1472001713,1472004883,1472028032,8.09,1472028837,1472031437,1472033029,1472037199,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/k0Pc-20240113-191518_qpeer,2024.01.13,19:15:18,1472083401,1472085317,1472115157,4.48,1472116150,1472118753,1472120155,1472125800,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/DoAK-20240113-191653_qpeer,2024.01.13,19:16:53,1472184917,1472187321,1472217157,4.84,1472217986,1472220590,1472222149,1472225855,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/2K2I-20240113-191920_qpeer,2024.01.13,19:19:20,1472288911,1472290838,1472320602,5.35,1472321515,1472324117,1472325592,1472327552,1472350643,8.21,1472351471,1472354066,1472355650,1472365321,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/EATr-20240113-192832_qpeer,2024.01.13,19:28:32,1472846205,1472848313,1472877399,5.25,1472880392,1472882995,1472882390,1472885401,1472908113,7.58,1472911120,1472913718,1472913112,1472925375,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Ah6B-20240113-193108_qpeer,2024.01.13,19:31:08,1472984717,1472986880,1473015803,5.12,1473018797,1473021396,1473020798,1473023764,1473047758,7.82,1473047759,1473050358,1473052751,1473057278,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/kfHP-20240113-193320_qpeer,2024.01.13,19:33:20,1473120549,1473122918,1473151801,5.0,1473154792,1473157393,1473156791,1473164402,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/iXEx-20240113-193624_qpeer,2024.01.13,19:36:24,1473264196,1473266367,1473296204,5.37,1473297003,1473299596,1473301191,1473303754,1473327204,7.92,1473327597,1473330192,1473332192,1473335449,1473359369,1473361397,8.92,False,35.11,28.97,31.03,nan,7.95,nan
https://dps.report/Zyy6-20240113-194001_qpeer,2024.01.13,19:40:01,1473600195,1473606002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/cCui-20240113-194209_qpeer,2024.01.13,19:42:09,1473660713,1473665274,1473696128,4.92,1473696392,1473699002,1473701120,1473712158,1473738596,7.32,1473738597,1473741190,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/eY9p-20240113-194338_qpeer,2024.01.13,19:43:38,1473780167,1473782206,1473811517,4.96,1473814511,1473817115,1473816510,1473830969,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/o7zv-20240113-194609_qpeer,2024.01.13,19:46:09,1473868431,1473871004,1473899871,5.38,1473902874,1473905476,1473904878,1473907558,1473930882,7.97,1473930884,1473933481,1473935881,1473939036,1473963271,1473964759,8.84,False,36.52,nan,33.92,nan,7.44,nan
https://dps.report/ul85-20240113-194709_qpeer,2024.01.13,19:47:09,1474031044,1474039713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/D49Y-20240113-194939_qpeer,2024.01.13,19:49:39,1474078597,1474080635,1474109400,5.37,1474112403,1474115002,1474114396,1474119649,1474142406,7.34,1474143322,1474145924,1474147393,1474153639,1474177670,1474179400,8.99,False,35.84,nan,nan,nan,nan,nan
https://dps.report/FAj0-20240113-195233_qpeer,2024.01.13,19:52:33,1474253435,1474255607,1474284433,5.32,1474287438,1474290043,1474289440,1474292522,1474316087,8.0,1474316640,1474319234,1474321078,1474324407,1474348870,1474350044,9.78,True,36.08,nan,34.46,nan,7.15,nan
https://dps.report/w3fS-20240113-195513_qpeer,2024.01.13,19:55:13,1474493452,1474495442,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/Rztp-20240113-195638_qpeer,2024.01.13,19:56:38,1474568404,1474570520,1474601160,4.43,1474601161,1474603763,1474606020,1474611045,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/4EcN-20240113-195959_qpeer,2024.01.13,19:59:59,1474704159,1474706086,1474734888,5.42,1474737874,1474740474,1474739875,1474742847,1474767882,8.27,1474767884,1474770487,1474772879,1474775933,1474801369,1474805679,8.97,False,35.28,nan,nan,nan,nan,nan
https://dps.report/faEn-20240113-200137_qpeer,2024.01.13,20:01:37,1474871369,1474875289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/uZ6E-20240113-200321_qpeer,2024.01.13,20:03:21,1474948485,1474951528,1474981000,5.21,1474982002,1474984596,1474985996,1474989804,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/TOWu-20240113-200602_qpeer,2024.01.13,20:06:02,1475056129,1475058328,1475088157,5.24,1475089088,1475091679,1475093156,1475096723,1475119166,8.13,1475120005,1475122608,1475124156,1475129492,1475163272,1475164483,7.8,True,39.43,nan,nan,nan,nan,nan
https://dps.report/4hlf-20240113-200844_qpeer,2024.01.13,20:08:44,1475217362,1475219404,1475249214,5.47,1475250034,1475252639,1475254196,1475256332,1475279197,8.24,1475280116,1475282726,1475284194,1475287565,1475313369,1475317646,9.44,False,35.9,nan,34.19,nan,7.39,nan
https://dps.report/59WJ-20240113-201151_qpeer,2024.01.13,20:11:51,1475385004,1475387121,1475414916,5.48,1475414917,1475417520,1475419922,1475422844,1475445927,8.2,1475446844,1475449445,1475450922,1475455439,1475478069,1475479520,9.66,True,36.44,28.37,31.97,25.85,8.04,7.95
https://dps.report/zNbn-20240121-191325_qpeer,2024.01.21,19:13:25,16943157,16946152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
https://dps.report/w25e-20240121-191607_qpeer,2024.01.21,19:16:07,17016998,17019719,17049983,5.09,17049984,17052591,17054989,17059384,17084223,7.91,17084225,17086829,17089226,17097798,nan,nan,nan,False,nan,nan,nan,nan,nan,nan
