link,date,time,phase 1 start,phase 2 start,phase 3 start,phase 1 - add1,phase 1 - add2,phase 1 - add3,phase 2 - add1,phase 2 - add2,phase 2 - add3,phase 2 - add4,phase 2 - add5,phase 3 - add1,phase 3 - add2,phase 3 - add3,phase 3 - add4,phase 3 - add5,phase 3 - add6,phase 3 - add7,phase 1 - slam1,phase 2 - slam1,phase 2 - slam2,phase 3 - slam1,phase 3 - slam2,phase 3 - slam3,phase 3 - slam4
https://dps.report/UsOH-20240312-215936_cerus,2024.03.12,21:59:36,0.0,121.138,316.265,26.134,51.503,,44.517,60.119,111.761,180.109,,45.107,61.821,,,,,,75.006,68.024,135.256,53.43,,,
https://dps.report/bLze-20240312-220114_cerus,2024.03.12,22:01:14,0.0,,,26.115,,,,,,,,,,,,,,,,,,,,,
https://dps.report/rZF9-20240312-220803_cerus,2024.03.12,22:08:03,0.0,121.929,306.153,26.132,51.481,,44.516,60.112,111.761,,,45.126,61.853,,,,,,75.003,68.02,135.286,53.461,,,
https://dps.report/9F7E-20240312-221751_cerus,2024.03.12,22:17:51,0.0,,,26.116,51.491,,,,,,,,,,,,,,,,,,,,
https://dps.report/jKtE-20240312-222451_cerus,2024.03.12,22:24:51,0.0,123.904,313.596,26.136,51.486,,44.5,60.095,111.753,,,45.127,61.861,,,,,,75.009,68.024,135.275,53.449,,,
https://dps.report/hQot-20240312-223144_cerus,2024.03.12,22:31:44,0.0,121.206,308.29,26.133,51.501,,44.518,60.138,111.756,,,45.114,61.846,,,,,,74.998,68.037,135.269,53.437,,,
https://dps.report/n0ZM-20240312-223845_cerus,2024.03.12,22:38:45,0.0,123.919,,26.138,51.496,,44.532,60.115,111.758,,,,,,,,,,75.01,68.036,135.281,,,,
https://dps.report/wvQ3-20240312-224520_cerus,2024.03.12,22:45:20,0.0,121.545,304.635,26.122,51.482,,44.535,60.134,111.778,182.128,,45.141,,,,,,,75.014,68.044,135.285,53.426,,,
https://dps.report/turp-20240313-201026_cerus,2024.03.13,20:10:26,0.0,118.571,318.36,26.135,51.482,,44.508,60.119,111.752,,,45.11,61.84,,,,,,74.994,68.028,135.281,53.424,,,
https://dps.report/Z6KO-20240313-201724_cerus,2024.03.13,20:17:24,0.0,122.242,302.958,26.125,51.482,,44.519,60.132,111.78,180.123,,45.128,61.836,,,,,,75.014,68.046,135.28,53.444,,,
https://dps.report/7ly8-20240313-202459_cerus,2024.03.13,20:24:59,0.0,124.405,306.596,26.15,51.479,,44.52,60.127,111.756,181.072,,45.127,61.84,,,,,,74.994,68.035,135.286,53.423,,,
https://dps.report/GZmw-20240313-203206_cerus,2024.03.13,20:32:06,0.0,121.322,306.223,26.117,51.482,,44.52,60.125,111.755,,,45.096,61.822,,,,,,75.001,68.054,135.288,53.452,,,
https://dps.report/7SJN-20240313-203227_cerus,2024.03.13,20:32:27,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://dps.report/z6Kw-20240313-203648_cerus,2024.03.13,20:36:48,0.0,119.723,,26.128,51.49,,44.528,60.118,111.757,,,,,,,,,,75.01,68.029,,,,,
https://dps.report/iHvf-20240313-204332_cerus,2024.03.13,20:43:32,0.0,123.114,303.157,26.103,51.467,,44.508,60.108,111.747,,,45.111,61.827,,,,,,74.997,68.034,135.261,53.438,,,
https://dps.report/Jkcz-20240313-204813_cerus,2024.03.13,20:48:13,0.0,120.444,,26.114,51.487,,44.521,60.125,111.753,,,,,,,,,,74.997,68.037,,,,,
https://dps.report/5R2k-20240313-205459_cerus,2024.03.13,20:54:59,0.0,,,26.115,51.501,,,,,,,,,,,,,,,,,,,,
https://dps.report/1WQJ-20240313-205906_cerus,2024.03.13,20:59:06,0.0,121.481,,26.113,51.485,,44.513,60.124,,,,,,,,,,,75.002,68.027,,,,,
https://dps.report/vX10-20240313-210622_cerus,2024.03.13,21:06:22,0.0,123.032,308.195,26.124,51.468,,44.513,60.136,111.754,181.141,,45.122,61.846,,,,,,75.008,68.048,135.27,53.444,,,
https://dps.report/zqSH-20240313-211300_cerus,2024.03.13,21:13:00,0.0,121.945,299.907,26.115,51.488,,44.543,60.137,111.767,175.895,,45.138,61.863,,,,,,75.012,68.058,135.286,53.469,,,
https://dps.report/Xabt-20240313-211720_cerus,2024.03.13,21:17:20,0.0,122.212,,26.117,51.479,,44.516,60.125,,,,,,,,,,,75.012,68.047,,,,,
https://dps.report/1owl-20240313-212205_cerus,2024.03.13,21:22:05,0.0,117.525,,26.116,51.478,,44.559,60.131,111.76,,,,,,,,,,75.009,68.029,135.27,,,,
https://dps.report/j5Cd-20240313-212509_cerus,2024.03.13,21:25:09,0.0,120.632,,26.119,51.482,,,,,,,,,,,,,,75.079,,,,,,
